id_visitante,obra_visitada,tiempo_minutos,interes,edad,sala,obra_encoded,interes_encoded,cluster
10870,Fotografía Histórica,8,Historia,31,2,4,2,2
10871,Pintura Colonial,17,Arte,61,2,5,0,1
10872,Fotografía Histórica,8,Historia,58,4,4,2,1
10873,Escultura Religiosa,2,Historia,42,4,3,2,0
10874,Escultura Religiosa,2,Arte,63,5,3,0,1
10875,Escultura Religiosa,6,Cultura,20,4,3,1,2
10876,Fotografía Histórica,17,Historia,29,4,4,2,2
10877,Arquitectura Antigua,18,Arte,41,4,0,0,0
10878,Cerámica Indígena,14,Historia,52,6,2,2,1
10879,Arquitectura Antigua,4,Arte,48,2,0,0,0
10880,Cerámica Indígena,13,Arte,31,4,2,0,2
10881,Cerámica Indígena,12,Historia,55,6,2,2,1
10882,Fotografía Histórica,12,Historia,41,5,4,2,0
10883,Pintura Colonial,19,Cultura,19,5,5,1,2
10884,Arquitectura Antigua,9,Cultura,40,5,0,1,0
10885,Pintura Colonial,19,Cultura,56,5,5,1,1
10886,Arte Moderno,11,Arte,46,2,1,0,0
10887,Fotografía Histórica,13,Historia,51,4,4,2,1
10888,Arte Moderno,6,Cultura,45,4,1,1,0
10889,Escultura Religiosa,14,Arte,43,1,3,0,0
10890,Arte Moderno,11,Arte,61,2,1,0,1
10891,Arquitectura Antigua,17,Arte,24,5,0,0,2
10892,Arte Moderno,10,Cultura,65,1,1,1,1
10893,Cerámica Indígena,5,Historia,32,5,2,2,2
10894,Pintura Colonial,11,Cultura,45,4,5,1,0
10895,Cerámica Indígena,14,Cultura,46,1,2,1,0
10896,Arte Moderno,12,Arte,46,2,1,0,0
10897,Cerámica Indígena,14,Arte,49,3,2,0,0
10898,Cerámica Indígena,17,Cultura,30,2,2,1,2
10899,Arte Moderno,10,Cultura,38,1,1,1,0
10900,Arquitectura Antigua,12,Arte,66,6,0,0,1
10901,Fotografía Histórica,3,Historia,66,1,4,2,1
10902,Fotografía Histórica,9,Arte,61,2,4,0,1
10903,Arte Moderno,9,Historia,27,1,1,2,2
10904,Cerámica Indígena,19,Historia,15,4,2,2,2
10905,Cerámica Indígena,17,Cultura,64,2,2,1,1
10906,Fotografía Histórica,12,Historia,56,3,4,2,1
10907,Cerámica Indígena,14,Cultura,24,4,2,1,2
10908,Arquitectura Antigua,18,Historia,29,4,0,2,2
10909,Arquitectura Antigua,3,Arte,53,6,0,0,1
10910,Fotografía Histórica,14,Cultura,17,5,4,1,2
10911,Cerámica Indígena,5,Arte,54,2,2,0,1
10912,Pintura Colonial,14,Arte,36,4,5,0,0
10913,Escultura Religiosa,10,Historia,52,6,3,2,1
10914,Escultura Religiosa,4,Arte,61,2,3,0,1
10915,Cerámica Indígena,17,Historia,41,4,2,2,0
10916,Pintura Colonial,12,Arte,40,5,5,0,0
10917,Escultura Religiosa,11,Historia,37,3,3,2,0
10918,Arquitectura Antigua,18,Cultura,34,4,0,1,0
10919,Pintura Colonial,5,Arte,34,5,5,0,0
10920,Escultura Religiosa,7,Historia,30,5,3,2,2
10921,Pintura Colonial,18,Cultura,57,6,5,1,1
10922,Pintura Colonial,14,Historia,62,6,5,2,1
10923,Pintura Colonial,12,Historia,17,6,5,2,2
10924,Cerámica Indígena,10,Cultura,27,3,2,1,2
10925,Arte Moderno,17,Arte,15,3,1,0,2
10926,Fotografía Histórica,7,Arte,30,5,4,0,2
10927,Cerámica Indígena,13,Arte,31,4,2,0,2
10928,Cerámica Indígena,18,Cultura,43,1,2,1,0
10929,Escultura Religiosa,11,Arte,31,4,3,0,2
10930,Fotografía Histórica,10,Arte,30,6,4,0,2
10931,Arte Moderno,2,Arte,41,5,1,0,0
10932,Arte Moderno,12,Historia,49,2,1,2,0
10933,Arquitectura Antigua,2,Cultura,20,2,0,1,2
10934,Escultura Religiosa,16,Historia,19,5,3,2,2
10935,Arte Moderno,16,Historia,49,1,1,2,0
10936,Escultura Religiosa,18,Historia,46,5,3,2,0
10937,Arte Moderno,9,Historia,52,6,1,2,1
10938,Arquitectura Antigua,3,Arte,56,1,0,0,1
10939,Arte Moderno,3,Historia,40,2,1,2,0
10940,Arquitectura Antigua,7,Cultura,25,1,0,1,2
10941,Fotografía Histórica,6,Arte,26,6,4,0,2
10942,Arte Moderno,12,Historia,34,4,1,2,0
10943,Cerámica Indígena,4,Historia,64,4,2,2,1
10944,Fotografía Histórica,8,Cultura,16,4,4,1,2
10945,Pintura Colonial,7,Cultura,52,2,5,1,1
10946,Cerámica Indígena,10,Historia,42,3,2,2,0
10947,Fotografía Histórica,5,Historia,42,1,4,2,0
10948,Arte Moderno,3,Arte,26,6,1,0,2
10949,Cerámica Indígena,10,Arte,18,1,2,0,2
10950,Fotografía Histórica,5,Historia,66,2,4,2,1
10951,Arquitectura Antigua,14,Cultura,29,6,0,1,2
10952,Pintura Colonial,12,Cultura,58,5,5,1,1
10953,Escultura Religiosa,3,Cultura,22,6,3,1,2
10954,Escultura Religiosa,12,Arte,23,6,3,0,2
10955,Arquitectura Antigua,7,Cultura,24,6,0,1,2
10956,Cerámica Indígena,13,Cultura,16,6,2,1,2
10957,Arquitectura Antigua,9,Arte,49,6,0,0,0
10958,Arte Moderno,10,Cultura,44,1,1,1,0
10959,Arte Moderno,3,Historia,24,6,1,2,2
10960,Arte Moderno,11,Arte,45,6,1,0,0
10961,Escultura Religiosa,8,Historia,38,4,3,2,0
10962,Cerámica Indígena,10,Cultura,58,3,2,1,1
10963,Fotografía Histórica,2,Arte,52,6,4,0,1
10964,Arte Moderno,3,Arte,25,3,1,0,2
10965,Fotografía Histórica,10,Cultura,32,1,4,1,2
10966,Arquitectura Antigua,19,Cultura,27,3,0,1,2
10967,Arte Moderno,14,Arte,21,2,1,0,2
10968,Escultura Religiosa,4,Arte,53,4,3,0,1
10969,Fotografía Histórica,9,Cultura,68,4,4,1,1
10970,Pintura Colonial,11,Arte,41,4,5,0,0
10971,Cerámica Indígena,5,Cultura,43,5,2,1,0
10972,Pintura Colonial,9,Cultura,47,1,5,1,0
10973,Pintura Colonial,5,Arte,50,3,5,0,0
10974,Arquitectura Antigua,2,Arte,43,1,0,0,0
10975,Fotografía Histórica,8,Arte,36,5,4,0,0
10976,Arquitectura Antigua,5,Arte,68,1,0,0,1
10977,Escultura Religiosa,10,Arte,34,3,3,0,0
10978,Arquitectura Antigua,19,Cultura,69,6,0,1,1
10979,Escultura Religiosa,2,Arte,24,5,3,0,2
10980,Arquitectura Antigua,5,Arte,63,3,0,0,1
10981,Escultura Religiosa,3,Arte,32,1,3,0,2
10982,Cerámica Indígena,11,Historia,68,4,2,2,1
10983,Pintura Colonial,17,Historia,65,6,5,2,1
10984,Fotografía Histórica,16,Cultura,49,4,4,1,0
10985,Fotografía Histórica,17,Cultura,21,2,4,1,2
10986,Arte Moderno,15,Arte,15,4,1,0,2
10987,Arquitectura Antigua,14,Historia,33,3,0,2,0
10988,Arquitectura Antigua,3,Cultura,34,6,0,1,0
10989,Fotografía Histórica,16,Historia,60,1,4,2,1
10990,Pintura Colonial,17,Historia,35,3,5,2,0
10991,Arte Moderno,4,Arte,66,3,1,0,1
10992,Escultura Religiosa,15,Cultura,67,1,3,1,1
10993,Arte Moderno,14,Historia,43,6,1,2,0
10994,Pintura Colonial,2,Arte,49,6,5,0,0
10995,Fotografía Histórica,7,Cultura,69,2,4,1,1
10996,Cerámica Indígena,4,Historia,33,1,2,2,0
10997,Arquitectura Antigua,19,Arte,56,3,0,0,1
10998,Escultura Religiosa,3,Arte,36,2,3,0,0
10999,Fotografía Histórica,4,Historia,63,4,4,2,1
11000,Arquitectura Antigua,13,Historia,27,1,0,2,2
11001,Pintura Colonial,16,Cultura,55,1,5,1,1
11002,Escultura Religiosa,5,Cultura,22,1,3,1,2
11003,Pintura Colonial,6,Cultura,15,3,5,1,2
11004,Arquitectura Antigua,18,Arte,49,4,0,0,0
11005,Pintura Colonial,5,Historia,59,5,5,2,1
11006,Arquitectura Antigua,15,Arte,41,1,0,0,0
11007,Fotografía Histórica,5,Historia,16,2,4,2,2
11008,Escultura Religiosa,8,Historia,60,5,3,2,1
11009,Pintura Colonial,16,Arte,51,1,5,0,1
11010,Arquitectura Antigua,6,Historia,28,1,0,2,2
11011,Arte Moderno,6,Cultura,68,1,1,1,1
11012,Fotografía Histórica,16,Cultura,15,4,4,1,2
11013,Cerámica Indígena,15,Historia,56,4,2,2,1
11014,Escultura Religiosa,15,Arte,59,5,3,0,1
11015,Arte Moderno,11,Cultura,48,1,1,1,0
11016,Fotografía Histórica,9,Cultura,31,2,4,1,2
11017,Arquitectura Antigua,15,Cultura,46,4,0,1,0
11018,Fotografía Histórica,17,Cultura,33,5,4,1,0
11019,Arquitectura Antigua,11,Arte,66,3,0,0,1
11020,Arte Moderno,16,Arte,63,5,1,0,1
11021,Arquitectura Antigua,15,Historia,49,4,0,2,0
11022,Fotografía Histórica,16,Historia,42,2,4,2,0
11023,Arquitectura Antigua,14,Historia,45,5,0,2,0
11024,Arte Moderno,9,Historia,55,1,1,2,1
11025,Cerámica Indígena,10,Cultura,48,5,2,1,0
11026,Pintura Colonial,9,Cultura,68,6,5,1,1
11027,Arquitectura Antigua,3,Cultura,67,1,0,1,1
11028,Escultura Religiosa,18,Arte,60,3,3,0,1
11029,Escultura Religiosa,15,Historia,40,6,3,2,0
11030,Cerámica Indígena,12,Arte,56,5,2,0,1
11031,Pintura Colonial,3,Arte,31,1,5,0,2
11032,Pintura Colonial,17,Cultura,38,1,5,1,0
11033,Pintura Colonial,14,Cultura,62,6,5,1,1
11034,Fotografía Histórica,9,Arte,15,3,4,0,2
11035,Pintura Colonial,17,Historia,53,1,5,2,1
11036,Cerámica Indígena,3,Cultura,27,5,2,1,2
11037,Escultura Religiosa,4,Arte,47,6,3,0,0
11038,Arquitectura Antigua,6,Cultura,23,2,0,1,2
11039,Fotografía Histórica,15,Historia,62,5,4,2,1
11040,Arte Moderno,19,Arte,56,5,1,0,1
11041,Cerámica Indígena,7,Arte,49,3,2,0,0
11042,Fotografía Histórica,2,Cultura,31,5,4,1,2
11043,Fotografía Histórica,8,Arte,44,6,4,0,0
11044,Cerámica Indígena,3,Arte,34,2,2,0,0
11045,Cerámica Indígena,14,Cultura,24,6,2,1,2
11046,Cerámica Indígena,15,Historia,32,4,2,2,2
11047,Fotografía Histórica,9,Historia,35,4,4,2,0
11048,Pintura Colonial,13,Arte,34,3,5,0,0
11049,Pintura Colonial,8,Historia,50,3,5,2,0
11050,Escultura Religiosa,9,Arte,65,4,3,0,1
11051,Fotografía Histórica,3,Cultura,34,5,4,1,0
11052,Arte Moderno,18,Arte,54,6,1,0,1
11053,Arquitectura Antigua,2,Historia,57,1,0,2,1
11054,Pintura Colonial,15,Historia,58,6,5,2,1
11055,Arquitectura Antigua,5,Historia,53,5,0,2,1
11056,Escultura Religiosa,3,Cultura,62,3,3,1,1
11057,Escultura Religiosa,6,Arte,66,5,3,0,1
11058,Arte Moderno,9,Historia,28,5,1,2,2
11059,Arquitectura Antigua,6,Cultura,21,2,0,1,2
11060,Arte Moderno,2,Arte,38,2,1,0,0
11061,Arquitectura Antigua,2,Historia,62,5,0,2,1
11062,Arquitectura Antigua,7,Historia,37,6,0,2,0
11063,Cerámica Indígena,9,Arte,20,5,2,0,2
11064,Escultura Religiosa,19,Cultura,27,4,3,1,2
11065,Arquitectura Antigua,5,Historia,32,5,0,2,2
11066,Cerámica Indígena,8,Historia,49,6,2,2,0
11067,Arte Moderno,13,Arte,57,2,1,0,1
11068,Fotografía Histórica,4,Cultura,24,6,4,1,2
11069,Fotografía Histórica,16,Arte,32,6,4,0,2
11070,Arte Moderno,4,Arte,27,5,1,0,2
11071,Pintura Colonial,10,Historia,49,2,5,2,0
11072,Arquitectura Antigua,17,Arte,50,2,0,0,0
11073,Escultura Religiosa,2,Arte,68,1,3,0,1
11074,Escultura Religiosa,13,Historia,35,3,3,2,0
11075,Fotografía Histórica,17,Arte,58,4,4,0,1
11076,Cerámica Indígena,5,Cultura,56,1,2,1,1
11077,Fotografía Histórica,2,Historia,17,3,4,2,2
11078,Cerámica Indígena,12,Arte,52,3,2,0,1
11079,Arquitectura Antigua,5,Cultura,17,6,0,1,2
11080,Escultura Religiosa,6,Cultura,32,4,3,1,2
11081,Pintura Colonial,2,Historia,46,5,5,2,0
11082,Pintura Colonial,10,Cultura,36,2,5,1,0
11083,Arquitectura Antigua,17,Historia,32,4,0,2,2
11084,Fotografía Histórica,14,Cultura,20,3,4,1,2
11085,Cerámica Indígena,18,Cultura,48,5,2,1,0
11086,Pintura Colonial,2,Arte,45,3,5,0,0
11087,Arte Moderno,13,Cultura,30,5,1,1,2
11088,Cerámica Indígena,14,Arte,57,2,2,0,1
11089,Cerámica Indígena,14,Historia,26,1,2,2,2
11090,Pintura Colonial,9,Cultura,33,1,5,1,0
11091,Escultura Religiosa,3,Historia,39,4,3,2,0
11092,Fotografía Histórica,13,Historia,35,5,4,2,0
11093,Arquitectura Antigua,5,Cultura,29,6,0,1,2
11094,Arquitectura Antigua,12,Historia,27,1,0,2,2
11095,Escultura Religiosa,3,Arte,68,3,3,0,1
11096,Cerámica Indígena,2,Historia,62,5,2,2,1
11097,Escultura Religiosa,18,Historia,56,6,3,2,1
11098,Arquitectura Antigua,16,Cultura,41,2,0,1,0
11099,Arte Moderno,14,Historia,35,5,1,2,0
11100,Escultura Religiosa,9,Cultura,15,5,3,1,2
11101,Arte Moderno,10,Historia,42,4,1,2,0
11102,Cerámica Indígena,14,Historia,43,4,2,2,0
11103,Fotografía Histórica,6,Cultura,16,4,4,1,2
11104,Escultura Religiosa,8,Arte,69,3,3,0,1
11105,Escultura Religiosa,4,Historia,61,2,3,2,1
11106,Escultura Religiosa,3,Historia,45,1,3,2,0
11107,Arte Moderno,17,Historia,50,5,1,2,0
11108,Escultura Religiosa,12,Cultura,29,3,3,1,2
11109,Arte Moderno,3,Cultura,56,3,1,1,1
11110,Arte Moderno,6,Cultura,50,1,1,1,0
11111,Pintura Colonial,2,Arte,55,1,5,0,1
11112,Pintura Colonial,15,Arte,37,5,5,0,0
11113,Arte Moderno,11,Cultura,66,3,1,1,1
11114,Arquitectura Antigua,18,Cultura,44,3,0,1,0
11115,Fotografía Histórica,16,Cultura,51,3,4,1,1
11116,Fotografía Histórica,17,Historia,54,3,4,2,1
11117,Arte Moderno,10,Arte,61,6,1,0,1
11118,Arquitectura Antigua,11,Historia,47,6,0,2,0
11119,Pintura Colonial,18,Arte,63,2,5,0,1
11120,Cerámica Indígena,19,Historia,35,5,2,2,0
11121,Fotografía Histórica,14,Arte,34,1,4,0,0
11122,Pintura Colonial,4,Historia,57,5,5,2,1
11123,Cerámica Indígena,7,Arte,63,4,2,0,1
11124,Pintura Colonial,15,Cultura,59,2,5,1,1
11125,Pintura Colonial,10,Historia,61,4,5,2,1
11126,Cerámica Indígena,5,Historia,29,5,2,2,2
11127,Pintura Colonial,8,Arte,29,1,5,0,2
11128,Fotografía Histórica,15,Arte,20,2,4,0,2
11129,Fotografía Histórica,10,Historia,28,1,4,2,2
11130,Pintura Colonial,10,Historia,63,4,5,2,1
11131,Cerámica Indígena,7,Cultura,25,3,2,1,2
11132,Cerámica Indígena,7,Cultura,24,2,2,1,2
11133,Cerámica Indígena,8,Cultura,42,3,2,1,0
11134,Cerámica Indígena,18,Cultura,18,3,2,1,2
11135,Pintura Colonial,13,Cultura,41,4,5,1,0
11136,Cerámica Indígena,18,Arte,32,6,2,0,2
11137,Arquitectura Antigua,6,Arte,25,5,0,0,2
11138,Cerámica Indígena,9,Cultura,18,2,2,1,2
11139,Arquitectura Antigua,16,Historia,37,4,0,2,0
11140,Fotografía Histórica,5,Historia,55,6,4,2,1
11141,Arte Moderno,9,Cultura,15,3,1,1,2
11142,Arte Moderno,5,Historia,31,1,1,2,2
11143,Arte Moderno,14,Cultura,63,4,1,1,1
11144,Fotografía Histórica,15,Arte,55,1,4,0,1
11145,Fotografía Histórica,18,Arte,48,3,4,0,0
11146,Arte Moderno,6,Historia,27,2,1,2,2
11147,Escultura Religiosa,3,Historia,55,2,3,2,1
11148,Fotografía Histórica,6,Cultura,51,4,4,1,1
11149,Arquitectura Antigua,8,Arte,47,1,0,0,0
11150,Fotografía Histórica,18,Cultura,19,5,4,1,2
11151,Arquitectura Antigua,9,Cultura,32,5,0,1,2
11152,Arquitectura Antigua,15,Arte,17,5,0,0,2
11153,Arquitectura Antigua,15,Cultura,56,1,0,1,1
11154,Cerámica Indígena,8,Arte,21,4,2,0,2
11155,Escultura Religiosa,5,Historia,17,4,3,2,2
11156,Pintura Colonial,14,Historia,37,5,5,2,0
11157,Arquitectura Antigua,9,Historia,32,1,0,2,2
11158,Fotografía Histórica,13,Arte,62,6,4,0,1
11159,Escultura Religiosa,11,Arte,39,1,3,0,0
11160,Cerámica Indígena,4,Historia,27,3,2,2,2
11161,Fotografía Histórica,5,Arte,49,6,4,0,0
11162,Fotografía Histórica,12,Arte,47,5,4,0,0
11163,Arquitectura Antigua,19,Arte,27,4,0,0,2
11164,Arte Moderno,2,Cultura,31,6,1,1,2
11165,Cerámica Indígena,2,Arte,30,6,2,0,2
11166,Cerámica Indígena,6,Cultura,49,5,2,1,0
11167,Arte Moderno,13,Arte,55,1,1,0,1
11168,Pintura Colonial,18,Arte,49,2,5,0,0
11169,Pintura Colonial,4,Cultura,24,1,5,1,2
11170,Escultura Religiosa,10,Arte,47,6,3,0,0
11171,Fotografía Histórica,11,Cultura,58,6,4,1,1
11172,Arte Moderno,7,Cultura,59,3,1,1,1
11173,Cerámica Indígena,14,Cultura,36,1,2,1,0
11174,Fotografía Histórica,4,Arte,58,5,4,0,1
11175,Pintura Colonial,7,Arte,34,6,5,0,0
11176,Cerámica Indígena,12,Cultura,23,5,2,1,2
11177,Pintura Colonial,13,Historia,40,1,5,2,0
11178,Pintura Colonial,5,Historia,36,6,5,2,0
11179,Escultura Religiosa,18,Arte,58,5,3,0,1
11180,Pintura Colonial,8,Cultura,60,2,5,1,1
11181,Arte Moderno,6,Cultura,20,1,1,1,2
11182,Arte Moderno,3,Historia,58,1,1,2,1
11183,Arquitectura Antigua,10,Arte,31,1,0,0,2
11184,Escultura Religiosa,11,Arte,25,3,3,0,2
11185,Arquitectura Antigua,3,Cultura,66,2,0,1,1
11186,Pintura Colonial,3,Historia,56,3,5,2,1
11187,Pintura Colonial,4,Historia,61,4,5,2,1
11188,Pintura Colonial,12,Arte,52,1,5,0,1
11189,Escultura Religiosa,2,Arte,60,3,3,0,1
11190,Cerámica Indígena,19,Arte,45,1,2,0,0
11191,Arquitectura Antigua,2,Historia,60,3,0,2,1
11192,Fotografía Histórica,18,Historia,48,5,4,2,0
11193,Arquitectura Antigua,2,Cultura,41,4,0,1,0
11194,Fotografía Histórica,17,Cultura,66,6,4,1,1
11195,Fotografía Histórica,11,Arte,54,2,4,0,1
11196,Arte Moderno,2,Historia,69,6,1,2,1
11197,Arquitectura Antigua,5,Historia,63,2,0,2,1
11198,Escultura Religiosa,3,Cultura,40,4,3,1,0
11199,Pintura Colonial,18,Cultura,53,1,5,1,1
11200,Cerámica Indígena,16,Arte,25,6,2,0,2
11201,Pintura Colonial,14,Arte,60,3,5,0,1
11202,Arte Moderno,5,Historia,23,5,1,2,2
11203,Arquitectura Antigua,18,Historia,48,6,0,2,0
11204,Arquitectura Antigua,17,Cultura,30,3,0,1,2
11205,Fotografía Histórica,15,Cultura,19,2,4,1,2
11206,Cerámica Indígena,18,Arte,39,6,2,0,0
11207,Arte Moderno,11,Arte,58,5,1,0,1
11208,Fotografía Histórica,13,Historia,35,1,4,2,0
11209,Pintura Colonial,6,Arte,23,5,5,0,2
11210,Escultura Religiosa,4,Cultura,24,3,3,1,2
11211,Pintura Colonial,9,Historia,68,5,5,2,1
11212,Escultura Religiosa,3,Historia,56,6,3,2,1
11213,Cerámica Indígena,2,Historia,50,5,2,2,0
11214,Pintura Colonial,17,Historia,67,4,5,2,1
11215,Fotografía Histórica,15,Cultura,38,4,4,1,0
11216,Escultura Religiosa,2,Cultura,66,5,3,1,1
11217,Escultura Religiosa,16,Cultura,42,2,3,1,0
11218,Arquitectura Antigua,16,Cultura,41,2,0,1,0
11219,Cerámica Indígena,5,Arte,52,6,2,0,1
11220,Escultura Religiosa,12,Arte,54,6,3,0,1
11221,Arquitectura Antigua,15,Arte,20,6,0,0,2
11222,Escultura Religiosa,3,Historia,61,3,3,2,1
11223,Cerámica Indígena,17,Arte,59,4,2,0,1
11224,Cerámica Indígena,10,Cultura,22,4,2,1,2
11225,Escultura Religiosa,8,Arte,42,1,3,0,0
11226,Arte Moderno,13,Cultura,33,3,1,1,0
11227,Arte Moderno,8,Historia,28,5,1,2,2
11228,Fotografía Histórica,7,Arte,54,2,4,0,1
11229,Fotografía Histórica,16,Cultura,64,6,4,1,1
11230,Fotografía Histórica,19,Arte,19,3,4,0,2
11231,Escultura Religiosa,10,Cultura,27,5,3,1,2
11232,Fotografía Histórica,16,Arte,47,2,4,0,0
11233,Fotografía Histórica,14,Arte,67,5,4,0,1
11234,Pintura Colonial,12,Arte,23,6,5,0,2
11235,Cerámica Indígena,6,Historia,24,5,2,2,2
11236,Arquitectura Antigua,11,Historia,51,4,0,2,1
11237,Fotografía Histórica,12,Historia,19,5,4,2,2
11238,Pintura Colonial,6,Historia,59,4,5,2,1
11239,Fotografía Histórica,7,Cultura,29,5,4,1,2
11240,Pintura Colonial,6,Arte,40,6,5,0,0
11241,Arte Moderno,8,Cultura,24,3,1,1,2
11242,Cerámica Indígena,13,Historia,30,1,2,2,2
11243,Cerámica Indígena,8,Cultura,63,6,2,1,1
11244,Escultura Religiosa,16,Arte,41,2,3,0,0
11245,Fotografía Histórica,16,Historia,68,5,4,2,1
11246,Arte Moderno,9,Arte,55,3,1,0,1
11247,Pintura Colonial,11,Arte,42,4,5,0,0
11248,Arte Moderno,8,Arte,55,2,1,0,1
11249,Fotografía Histórica,5,Cultura,22,4,4,1,2
11250,Escultura Religiosa,16,Cultura,22,4,3,1,2
11251,Pintura Colonial,12,Arte,51,6,5,0,1
11252,Pintura Colonial,3,Arte,16,3,5,0,2
11253,Arte Moderno,15,Arte,19,4,1,0,2
11254,Arquitectura Antigua,11,Cultura,23,2,0,1,2
11255,Cerámica Indígena,18,Cultura,32,3,2,1,2
11256,Cerámica Indígena,2,Arte,60,6,2,0,1
11257,Pintura Colonial,5,Cultura,53,4,5,1,1
11258,Cerámica Indígena,16,Arte,28,6,2,0,2
11259,Fotografía Histórica,14,Arte,43,2,4,0,0
11260,Arte Moderno,14,Arte,25,5,1,0,2
11261,Arte Moderno,3,Cultura,34,4,1,1,0
11262,Pintura Colonial,5,Cultura,63,3,5,1,1
11263,Pintura Colonial,17,Historia,45,2,5,2,0
11264,Pintura Colonial,17,Historia,16,5,5,2,2
11265,Arte Moderno,16,Arte,61,3,1,0,1
11266,Fotografía Histórica,4,Cultura,38,4,4,1,0
11267,Arquitectura Antigua,9,Cultura,18,6,0,1,2
11268,Escultura Religiosa,11,Cultura,46,6,3,1,0
11269,Escultura Religiosa,11,Cultura,23,1,3,1,2
11270,Pintura Colonial,10,Arte,30,1,5,0,2
11271,Arquitectura Antigua,7,Historia,21,5,0,2,2
11272,Pintura Colonial,11,Historia,15,3,5,2,2
11273,Fotografía Histórica,15,Cultura,20,4,4,1,2
11274,Escultura Religiosa,8,Historia,46,6,3,2,0
11275,Fotografía Histórica,6,Arte,42,5,4,0,0
11276,Arte Moderno,14,Arte,35,5,1,0,0
11277,Arquitectura Antigua,8,Cultura,36,1,0,1,0
11278,Escultura Religiosa,18,Arte,52,6,3,0,1
11279,Cerámica Indígena,12,Cultura,52,1,2,1,1
11280,Arquitectura Antigua,14,Arte,65,5,0,0,1
11281,Fotografía Histórica,10,Historia,19,3,4,2,2
11282,Arquitectura Antigua,13,Arte,45,4,0,0,0
11283,Escultura Religiosa,14,Cultura,54,5,3,1,1
11284,Arte Moderno,12,Arte,57,2,1,0,1
11285,Arte Moderno,18,Historia,27,1,1,2,2
11286,Fotografía Histórica,10,Cultura,38,3,4,1,0
11287,Pintura Colonial,18,Cultura,54,6,5,1,1
11288,Escultura Religiosa,15,Arte,55,4,3,0,1
11289,Pintura Colonial,13,Arte,65,5,5,0,1
11290,Arte Moderno,10,Historia,34,2,1,2,0
11291,Arquitectura Antigua,7,Arte,34,2,0,0,0
11292,Escultura Religiosa,18,Historia,28,5,3,2,2
11293,Arte Moderno,12,Cultura,34,3,1,1,0
11294,Arquitectura Antigua,16,Cultura,17,1,0,1,2
11295,Arte Moderno,16,Historia,63,2,1,2,1
11296,Fotografía Histórica,18,Historia,27,6,4,2,2
11297,Arquitectura Antigua,8,Cultura,43,1,0,1,0
11298,Escultura Religiosa,16,Historia,60,4,3,2,1
11299,Fotografía Histórica,10,Cultura,58,1,4,1,1
11300,Arte Moderno,16,Historia,67,3,1,2,1
11301,Arquitectura Antigua,16,Cultura,65,6,0,1,1
11302,Fotografía Histórica,2,Cultura,37,5,4,1,0
11303,Arte Moderno,19,Cultura,42,1,1,1,0
11304,Cerámica Indígena,12,Arte,30,5,2,0,2
11305,Pintura Colonial,15,Arte,37,5,5,0,0
11306,Arte Moderno,7,Cultura,53,2,1,1,1
11307,Escultura Religiosa,14,Cultura,65,1,3,1,1
11308,Arquitectura Antigua,14,Cultura,26,3,0,1,2
11309,Pintura Colonial,13,Historia,54,2,5,2,1
11310,Escultura Religiosa,17,Historia,50,6,3,2,0
11311,Arquitectura Antigua,5,Arte,43,4,0,0,0
11312,Fotografía Histórica,6,Arte,25,2,4,0,2
11313,Pintura Colonial,13,Cultura,47,6,5,1,0
11314,Arquitectura Antigua,18,Historia,61,6,0,2,1
11315,Arquitectura Antigua,10,Arte,17,1,0,0,2
11316,Fotografía Histórica,16,Historia,16,3,4,2,2
11317,Fotografía Histórica,15,Cultura,46,4,4,1,0
11318,Fotografía Histórica,3,Cultura,35,2,4,1,0
11319,Arquitectura Antigua,4,Cultura,59,5,0,1,1
11320,Cerámica Indígena,6,Historia,45,4,2,2,0
11321,Arquitectura Antigua,7,Historia,53,2,0,2,1
11322,Arquitectura Antigua,10,Cultura,16,5,0,1,2
11323,Pintura Colonial,12,Historia,39,1,5,2,0
11324,Fotografía Histórica,2,Historia,21,1,4,2,2
11325,Escultura Religiosa,10,Arte,16,5,3,0,2
11326,Arte Moderno,7,Cultura,19,5,1,1,2
11327,Arquitectura Antigua,11,Cultura,15,2,0,1,2
11328,Escultura Religiosa,19,Cultura,35,6,3,1,0
11329,Fotografía Histórica,7,Arte,63,3,4,0,1
11330,Pintura Colonial,11,Cultura,30,6,5,1,2
11331,Fotografía Histórica,10,Historia,21,6,4,2,2
11332,Fotografía Histórica,4,Arte,28,1,4,0,2
11333,Fotografía Histórica,16,Cultura,34,3,4,1,0
11334,Arquitectura Antigua,8,Historia,21,3,0,2,2
11335,Pintura Colonial,7,Cultura,39,6,5,1,0
11336,Escultura Religiosa,12,Arte,45,6,3,0,0
11337,Arquitectura Antigua,19,Cultura,60,4,0,1,1
11338,Pintura Colonial,14,Arte,34,3,5,0,0
11339,Cerámica Indígena,2,Historia,55,1,2,2,1
11340,Cerámica Indígena,5,Arte,59,2,2,0,1
11341,Pintura Colonial,9,Historia,31,1,5,2,2
11342,Cerámica Indígena,16,Cultura,39,1,2,1,0
11343,Escultura Religiosa,11,Cultura,30,4,3,1,2
11344,Cerámica Indígena,9,Cultura,49,2,2,1,0
11345,Fotografía Histórica,5,Cultura,44,5,4,1,0
11346,Fotografía Histórica,3,Cultura,49,4,4,1,0
11347,Escultura Religiosa,2,Arte,19,1,3,0,2
11348,Fotografía Histórica,7,Cultura,23,2,4,1,2
11349,Arte Moderno,15,Arte,49,3,1,0,0
